crd,cre,instance_type,count
"CR6 (Data Class) - A class contains only crude methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSimpleSudokuLevelMake<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR1 (Large Class) - A class has many fields","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoStarzGame<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR1 (Large Class) - A class has many fields","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoStarzEditor<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR1 (Large Class) - A class has many fields","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoStarzConstants<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoStarzLevelLoad<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoStarzEditor<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoStarzGame<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoStarzLevel<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR3 (Long Methods) - A method contains too many lines of code.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-getBackgroundEditor<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoStarzBlock<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonRotate<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoStarzEntity<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoStarzStar<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonKartei<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoStarzFire<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoStarzGoal<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR6 (Data Class) - A class contains only crude methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoStarzConstants<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR6 (Data Class) - A class contains only crude methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-TutorVolleyAI<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoClockPanel<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoClockEntityBall<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoClockString<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawBackgroundCircle<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoClockEntityClock<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR6 (Data Class) - A class contains only crude methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoClockLevel<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR6 (Data Class) - A class contains only crude methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoClockConstants<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDicePanel<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDiceString<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDiceEntity<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR6 (Data Class) - A class contains only crude methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDiceConstants<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR1 (Large Class) - A class has many fields","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoMonoPuzzleGame<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR1 (Large Class) - A class has many fields","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoMonoConstants<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoMonoPuzzleGame<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoMonoEditor<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoMonoPanel<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawBox<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawBeamer<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoMonoString<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoMonoSpeech<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawX<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawOptions<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawBlock<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawOneBlock<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawMenu<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-renderPlayer<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSnakePanel<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR3 (Long Methods) - A method contains too many lines of code.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawMoveButtons<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawWall<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawSnakeEyes<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSnakeString<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR6 (Data Class) - A class contains only crude methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSnakeConstants<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR1 (Large Class) - A class has many fields","ConsistencyRule{WS2}[isConsistent=false,context=Instance-BitsGLFont<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR1 (Large Class) - A class has many fields","ConsistencyRule{WS2}[isConsistent=false,context=Instance-BitsRenderCommand<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR1 (Large Class) - A class has many fields","ConsistencyRule{WS2}[isConsistent=false,context=Instance-BitsKeyEvent<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR1 (Large Class) - A class has many fields","ConsistencyRule{WS2}[isConsistent=false,context=Instance-BitsGLRenderer<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR1 (Large Class) - A class has many fields","ConsistencyRule{WS2}[isConsistent=false,context=Instance-BitsApp<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-BitsGame<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-BitsGLFactory<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-BitsAnimationWidget<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-BitsButtonWidget<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-BitsIO<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-BitsGLGraphics<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-BitsGraphics<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-BitsBitmapGraphics<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR3 (Long Methods) - A method contains too many lines of code.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-convert<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR3 (Long Methods) - A method contains too many lines of code.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-BitsGLRenderer<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR3 (Long Methods) - A method contains too many lines of code.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-onCreate<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR3 (Long Methods) - A method contains too many lines of code.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawTriangle<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR3 (Long Methods) - A method contains too many lines of code.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-createFontBitmap<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-BitsProgressBarWidget<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-BitsImageSheetWidget<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-BitsDialogWidget<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-getRawWav<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-add<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawImageSheet<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-putArcPointsInBuffer<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-getImage<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR6 (Data Class) - A class contains only crude methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-BitsXmiNote<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR6 (Data Class) - A class contains only crude methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-BitsPointerEvent<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR6 (Data Class) - A class contains only crude methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-BitsRenderState<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR6 (Data Class) - A class contains only crude methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#short<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR6 (Data Class) - A class contains only crude methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-BitsPointer<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR1 (Large Class) - A class has many fields","ConsistencyRule{WS2}[isConsistent=false,context=Instance-MyTreasureConstants<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR1 (Large Class) - A class has many fields","ConsistencyRule{WS2}[isConsistent=false,context=Instance-MyTreasureEditor<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR1 (Large Class) - A class has many fields","ConsistencyRule{WS2}[isConsistent=false,context=Instance-MyTreasureGame<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoButton<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-MyTreasurePanel<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-MyTreasureTutorialHelp<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR6 (Data Class) - A class contains only crude methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-MyTreasureConstants<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR1 (Large Class) - A class has many fields","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSlitherLinkComponent<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR1 (Large Class) - A class has many fields","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSlitherLinkEditor<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR1 (Large Class) - A class has many fields","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSlitherLinkLevelsHelp<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSlitherLinkComponent<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSlitherLinkLevel<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSlitherLinkLevelHelp<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR2 (Large Class) - A class has many methods","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSlitherLinkPanel<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class>]]",<InstanceType-Class>,1
"CR3 (Long Methods) - A method contains too many lines of code.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-setEasyLevels<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR3 (Long Methods) - A method contains too many lines of code.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-makeLevelImage<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR3 (Long Methods) - A method contains too many lines of code.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-setMediumLevels<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR3 (Long Methods) - A method contains too many lines of code.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-makeSolvedImage<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR3 (Long Methods) - A method contains too many lines of code.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoComponentBufferedStrategy<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSlitherLinkCloud<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
"CR4 (Long Parameter List) - A method contains too many parameters.","ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawNumber<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]",<InstanceType-Method>,1
