idcre,system_name,cre,crd,time,result,instance_type
3389,ApoCommando,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImage<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",38,0,<InstanceType-Method>
3399,ApoCommando,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoMarioQuestionmark<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",40,0,<InstanceType-Method>
3403,ApoCommando,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoMarioEnd<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",32,0,<InstanceType-Method>
3404,ApoCommando,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoMarioKoopa<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",65,0,<InstanceType-Method>
3424,ApoCommando,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoMarioGoodieMushroom<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",31,0,<InstanceType-Method>
3425,ApoCommando,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoMarioParticle<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",40,0,<InstanceType-Method>
3434,ApoCommando,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoMarioFlower<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",58,0,<InstanceType-Method>
3435,ApoCommando,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawBackground<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",42,0,<InstanceType-Method>
3478,ApoCommando,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-makeWall<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",31,0,<InstanceType-Method>
3487,ApoCommando,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoButton<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",32,0,<InstanceType-Method>
3500,ApoCommando,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDisplayConfiguration<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",26,0,<InstanceType-Method>
3559,ApoCommando,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoEntity<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",32,0,<InstanceType-Method>
3579,ApoCommando,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-xChange<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",35,0,<InstanceType-Method>
3609,ApoCommando,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-makeGumba<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",78,0,<InstanceType-Method>
3618,ApoCommando,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoMarioWall<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",34,0,<InstanceType-Method>
3631,ApoCommando,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoMarioWall<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",37,0,<InstanceType-Method>
3633,ApoCommando,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawSpeech<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",32,0,<InstanceType-Method>
3637,ApoCommando,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoMarioGumba<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",50,0,<InstanceType-Method>
3638,ApoCommando,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoMarioEnemy<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",68,0,<InstanceType-Method>
3640,ApoCommando,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoMarioEntity<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",43,0,<InstanceType-Method>
3654,ApoCommando,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoButtonText<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",42,0,<InstanceType-Method>
3722,ApoCommando,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoMarioCoin<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",41,0,<InstanceType-Method>
3723,ApoCommando,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImage<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",40,0,<InstanceType-Method>
3746,ApoCommando,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoButtonText<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",37,0,<InstanceType-Method>
3758,ApoCommando,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoAnimation<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",195,0,<InstanceType-Method>
3763,ApoCommando,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoAnimation<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",28,0,<InstanceType-Method>
3782,ApoCommando,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-makeFlower<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",41,0,<InstanceType-Method>
3792,ApoCommando,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonWithImage<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",33,0,<InstanceType-Method>
3795,ApoCommando,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoMarioFireball<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",40,0,<InstanceType-Method>
3804,ApoCommando,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoMarioDestructableWall<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",31,0,<InstanceType-Method>
3819,ApoCommando,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImage<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",29,0,<InstanceType-Method>
3840,ApoCommando,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-makeKoopa<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",36,0,<InstanceType-Method>
3859,ApoCommando,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImage<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",59,0,<InstanceType-Method>
3897,ApoCommando,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-makeCanon<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",39,0,<InstanceType-Method>
3914,ApoCommando,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoMarioCannon<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",37,0,<InstanceType-Method>
3983,ApoCommando,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonWithImage<InstanceType-Method>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method>]]","CR4 (Long Parameter List) - A method contains too many parameters.",39,0,<InstanceType-Method>
5039,ApoCommando,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#void<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]","CR6 (Data Class) - A class contains only crude methods",22,0,<InstanceType-Class>
5050,ApoCommando,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoConstants<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]","CR6 (Data Class) - A class contains only crude methods",9,0,<InstanceType-Class>
5053,ApoCommando,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#int<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]","CR6 (Data Class) - A class contains only crude methods",7,0,<InstanceType-Class>
5078,ApoCommando,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#long<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]","CR6 (Data Class) - A class contains only crude methods",12,0,<InstanceType-Class>
5079,ApoCommando,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#boolean<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]","CR6 (Data Class) - A class contains only crude methods",5,0,<InstanceType-Class>
5081,ApoCommando,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoMarioConstants<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]","CR6 (Data Class) - A class contains only crude methods",7,0,<InstanceType-Class>
5082,ApoCommando,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#double<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]","CR6 (Data Class) - A class contains only crude methods",10,0,<InstanceType-Class>
5095,ApoCommando,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoHelp<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]","CR6 (Data Class) - A class contains only crude methods",8,0,<InstanceType-Class>
5102,ApoCommando,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#float<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]","CR6 (Data Class) - A class contains only crude methods",7,0,<InstanceType-Class>
5103,ApoCommando,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDisplayConfiguration<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]","CR6 (Data Class) - A class contains only crude methods",13,0,<InstanceType-Class>
5113,ApoCommando,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#char<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]","CR6 (Data Class) - A class contains only crude methods",11,0,<InstanceType-Class>
5119,ApoCommando,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#byte<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class>]]","CR6 (Data Class) - A class contains only crude methods",7,0,<InstanceType-Class>
5149,ApoDefence,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDefenceConstantsOriginal<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class>]]","CR1 (Large Class) - A class has many fields",8,0,<InstanceType-Class>
5150,ApoDefence,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDefenceEditorGame<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class>]]","CR1 (Large Class) - A class has many fields",376,0,<InstanceType-Class>
5165,ApoDefence,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDefenceEnemy<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class>]]","CR1 (Large Class) - A class has many fields",4,0,<InstanceType-Class>
5178,ApoDefence,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDefenceGameEnemy<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class>]]","CR1 (Large Class) - A class has many fields",7,0,<InstanceType-Class>
5188,ApoDefence,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDefenceGame<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class>]]","CR1 (Large Class) - A class has many fields",2177,0,<InstanceType-Class>
5189,ApoDefence,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoDefenceTower<InstanceType-Class>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class>]]","CR1 (Large Class) - A class has many fields",540,0,<InstanceType-Class>
